trigram	count
her options we'll	6
done with that	6
10-4 comes back	6
they need assistance	6
6 i'm out	6
fairview i copy	6
please see if	6
call station 1	6
female hit her	6
10-4 15 i	6
station 1 10-4	6
sorry it's a	6
if you call	6
notes you can	6
and victoria court	6
that same male	6
me comes back	6
so she was	6
with a complaint	6
looks like one	6
41 valid no	6
property i'll be	6
16 i'm coming	6
3 1 of	6
said he's gonna	6
soon as he	6
send an officer	6
over there to	6
him down to	6
like it's the	6
henry lincoln sam	6
i'm still looking	6
for a number	6
of them being	6
clifton king frank	6
old valid id	6
vehicle into a	6
station 1 car	6
dl for a	6
that is correct	6
you start cuffing	6
we cleaned up	6
moore out of	6
16 i'm all	6
riverside and archdale	6
lake can you	6
have the listing	6
with him i'll	6
26 i'm 10-8	6
and 26 are	6
for someone to	6
that on the	6
door for us	6
mac 3's on	6
out medic 3	6
dispatch from medicare	6
with george robert	6
plates gonna be	6
and color expires	6
go i'll be	6
that's not a	6
plate is going	6
and webb with	6
in here for	6
not giving me	6
25 i'm checking	6
who does the	6
get any more	6
a female i'm	6
the traffic is	6
we can check	6
henry ida lincoln	6
last name george	6
where i'm at	6
and a baseball	6
it was his	6
male in that	6
i will give	6
24 i'm going	6
go 24 i'm	6
i was with	6
him i'm going	6
front of aldi	6
out of david	6
i do i	6
have one male	6
doesn't want him	6
him back in	6
west 117th street	6
disorderly conduct and	6
please i don't	6
by while they	6
lobby right now	6
the detail that	6
able to pull	6
soon as they	6
passenger in the	6
advised to go	6
able to pick	6
to pick it	6
responding over to	6
them know the	6
you find an	6
set off by	6
owner is going	6
a red jeep	6
will be under	6
females in the	6
16407 detroit for	6
a red subaru	6
transport medic 3	6
their way to	6
john edward young	6
you give it	6
can come back	6
to move her	6
held up by	6
up by a	6
parked for 3	6
for 3 days	6
was only able	6
222 and 215	6
but she didn't	6
and so far	6
the park for	6
transporting a lakewood	6
a suspended ccw	6
you copy this	6
to work on	6
on a 2011	6
might be going	6
someone to come	6
owner lives at	6
owner we'll be	6
24 i'm coming	6
of clifton john	6
24-hour check started	6
to a private	6
the elderly female	6
when i arrived	6
male he's a	6
a valid no	6
access gained 10-8	6
her door she	6
he's not supposed	6
if you copy	6
the dog is	6
east of cove	6
here i'll take	6
female she's in	6
gas on the	6
they advised they	6
copy you're all	6
28 go ahead	6
number for cit	6
no threats made	6
parties are advised	6
their options we'll	6
in her chest	6
the edge of	6
to respond back	6
with frank paul	6
frank paul henry	6
can just leave	6
an 88 year	6
old female nurse	6
was no music	6
be king ocean	6
and i'm out	6
around detroit and	6
detroit and granger	6
got in the	6
for a call	6
13 same traffic	6
11 i'm in	6
and went to	6
sorry what's your	6
out on this	6
up to detroit	6
to her house	6
211 we're out	6
like to get	6
on the rest	6
just looking for	6
corky's 13302 detroit	6
on our arrival	6
of birth but	6
10-8 with separate	6
and the only	6
called her back	6
her back she	6
you ask the	6
26 i'm on	6
send them to	6
them to your	6
times no answer	6
to appear in	6
of bedford heights	6
violent tendencies known	6
them for a	6
i'm telling you	6
ocean ocean robert	6
ocean robert edward	6
going to want	6
want to put	6
like it just	6
now the complainant	6
me right now	6
plate when you're	6
to ian holdings	6
11 i'm clear	6
27 years old	6
have a firearm	6
female should be	6
in her name	6
is dropped off	6
before we got	6
the remainder of	6
i ran it	6
people walking around	6
he thinks he's	6
nora david adam	6
with his wife	6
i knocked on	6
okay i'll let	6
voicemail for the	6
lakewood do you	6
for you for	6
northland medic 2	6
nothing like platinum	6
like platinum learn	6
platinum learn more	6
alarm showing rear	6
showing rear door	6
last night she	6
left for the	6
she doesn't think	6
if the male	6
to bring him	6
car wash please	6
is not at	6
in parking lot	6
17 i'll get	6
clear for the	6
i'm here with	6
a text message	6
are you really	6
you really buying	6
really buying a	6
a car online	6
car online on	6
right now really	6
and you just	6
you can really	6
can really have	6
really have it	6
have it delivered	6
kid is walking	6
buy your car	6
your car online	6
car online really	6
said to advise	6
making it difficult	6
and i also	6
if he's valid	6
said she's having	6
having severe stomach	6
216 and 229	6
check southbound from	6
she was okay	6
have enbridge respond	6
fell yesterday and	6
2 will also	6
medic 1 has	6
has returned to	6
pick up some	6
the city i	6
i'll be attending	6
90 eastbound near	6
eastbound near mckinley	6
the far right	6
in lane 4	6
was with a	6
heading your way	6
don't believe so	6
put him in	6
sorry are you	6
right now to	6
to fairview ed	6
13330 detroit crestmont	6
detroit crestmont north	6
please pick up	6
to your cell	6
and we did	6
not see any	6
the car out	6
car 8 will	6
males on the	6
17th in front	6
i need it	6
no sign of	6
copy as well	6
on 17th and	6
i copy riverside	6
vin on this	6
station wagon blue	6
henry adam mary	6
under us for	6
mitchell out of	6
female suspended valid	6
the vehicle she	6
was the only	6
you we're going	6
car for a	6
looked like a	6
40 years old	6
26 in traffic	6
else in the	6
yeah this is	6
could raise the	6
4 failure to	6
dispatch medical i'm	6
is also on	6
issue between the	6
the last three	6
lakewood laser wash	6
dealer plate series	6
for a third	6
set it off	6
common spelling first	6
assist only no	6
and it's on	6
3rd party from	6
that they need	6
taking a male	6
she's having difficulty	6
2 south of	6
phone they said	6
wearing a long	6
said he wants	6
the detail we'll	6
notes check started	6
of south carolina	6
14819 clifton number	6
can't get her	6
thank you disregard	6
whenever you have	6
king queen zebra	6
in the driver's	6
seat of the	6
mercury's on scene	6
get a tow	6
lakeland medic 1	6
dispatch medicare is	6
205 and 217	6
the westbound lanes	6
came from the	6
29 he said	6
tracks i'll get	6
are you inside	6
6 7 6	6
just in front	6
10-4 i just	6
clifton king ida	6
henry zebra queen	6
nicholson and detroit	6
i copy we	6
29 1 17	6
both parties are	6
breathing but he's	6
3 will first	6
male from the	6
advised he was	6
the property and	6
1 will handle	6
order against the	6
person is a	6
call back in	6
she was inside	6
front of kfc	6
10-4 16 disregard	6
a vehicle registered	6
assist lfd at	6
before i go	6
217 i can	6
17 he's all	6
response to the	6
i'm out there	6
car he said	6
the call for	6
all set or	6
off the side	6
in the red	6
car is it	6
an exact location	6
the apartment now	6
could have been	6
parked near the	6
walking with a	6
what color was	6
he no longer	6
keep trying to	6
out at walgreens	6
with her since	6
me to take	6
sighted we'll be	6
10-4 9 you	6
there or do	6
get the number	6
him over the	6
phone and he	6
vehicle's been moved	6
run a ds	6
he has his	6
his id card	6
3's in the	6
come into the	6
and i'll just	6
franklin and lewis	6
at the shelter	6
a 10-16 fc	6
the squad at	6
him up he's	6
have an ems	6
an ems call	6
we can respond	6
at the ina	6
cited for nol	6
and advised of	6
added to lunch	6
there's no further	6
detroit i have	6
service on a	6
been added to	6
have the driver	6
swerving all over	6
medic 1 patient	6
medic 4's en	6
4's en route	6
on nicholson and	6
224 and 216	6
with the upstairs	6
in the process	6
separated we'll be	6
to the officers	6
using this car	6
in an mva	6
of the travelodge	6
this is fetch	6
parked for two	6
because it was	6
a few seconds	6
6 7 3	6
7 3 5	6
cleveland 27 year	6
her through the	6
say that they	6
special attention to	6
of road rage	6
into a driveway	6
know what kind	6
them in front	6
heights west of	6
sorry i'm all	6
everyone else will	6
how it was	6
it was from	6
get him for	6
have a lot	6
17 stall door	6
car 2 i'm	6
to check out	6
the original call	6
female locked her	6
a pedestrian struck	6
and look for	6
yeah we just	6
can remain in	6
117th and lake	6
he's gonna call	6
car into a	6
clear thank you	6
it in front	6
the listed address	6
lakewood with traffic	6
her through ohio	6
you run her	6
this out for	6
down here at	6
been out of	6
with car 2	6
wanted to talk	6
1374 west 117th	6
couldn't tell me	6
seen or heard	6
2 we're in	6
back in route	6
king george zebra	6
disregard 24 i'm	6
he'll be out	6
and get them	6
you can update	6
henry ocean robert	6
partially blocked in	6
72 on 10-8	6
male locked out	6
detroit and park	6
need those back	6
henry young john	6
i copy lincoln	6
in the hole	6
to the harborview	6
we got her	6
add to that	6
if he comes	6
16 on the	6
the address in	6
i'll have you	6
a name date	6
king tom young	6
license plate john	6
just having a	6
get to him	6
deal with him	6
bunts and the	6
right to the	6
was quite an	6
the residents there	6
i'm on this	6
with a chevy	6
chevy express van	6
to fedor manor	6
want to confirm	6
said they should	6
with her for	6
car up there	6
of us will	6
us will be	6
is with me	6
copy i'm out	6
with a warrant	6
216 can you	6
set here on	6
her vehicle and	6
mercedes station wagon	6
sure if this	6
in regard to	6
eastbound at mckinley	6
in the fast	6
us to commit	6
we're headed to	6
3 from truck	6
1's arrived at	6
cartoons in service	6
thank you guys	6
ahead of us	6
to that mva	6
medic 2 just	6
medic 3 if	6
evaluated refuse transport	6
carabel for a	6
gonna take the	6
miller out of	6
10-8 can i	6
a 80 year	6
detroit the wesley	6
the wesley apartment	6
you copy 2	6
of cleveland 2012	6
of the lane	6
place of the	6
i will try	6
1's arriving on	6
and grace with	6
parking lot john	6
a time delay	6
time delay on	6
trying to look	6
908 medic 3	6
they got the	6
okay they were	6
back down here	6
down here and	6
is the one	6
was the same	6
edgewater apartment 703	6
minute time delay	6
between both parties	6
we're pulling in	6
listening come back	6
pull up the	6
here and if	6
now they said	6
a bit closer	6
owner of unit	6
out with 18	6
can head west	6
who does this	6
no one closer	6
lakewood for a	6
24 we're going	6
yeah it's going	6
9 or 10	6
king henry sam	6
i guess you	6
be at 19	6
from the fire	6
to find obt	6
back and get	6
27 i'm on	6
way for now	6
to leave it	6
copy did you	6
a squad stop	6
we got there	6
alright i copy	6
west on 17th	6
manager called said	6
i'm madison and	6
a license valid	6
come up there	6
that vehicle the	6
clear we'll be	6
office 1475 warren	6
she's supposed to	6
to call for	6
at the lakehouse	6
out at metro	6
mutual aid to	6
road car 2	6
in bay village	6
can you first	6
you first respond	6
to 12506 edgewater	6
dispatch engine 2's	6
on scene in	6
the mutual aid	6
29 you said	6
go over the	6
guys still on	6
engine 3 has	6
mva with a	6
day we'll be	6
the voice mail	6
be giving a	6
in medic 1	6
red and green	6
wearing a hat	6
detroit and clarence	6
i got another	6
violent tendencies escape	6
tendencies escape risk	6
first and last	6
and last name	6
she called back	6
because they were	6
and took off	6
see anything in	6
we get one	6
12700 lake for	6
that vehicle you	6
west 117th in	6
29 we'll take	6
to his car	6
black chevy equinox	6
she had an	6
belle for a	6
my arrival i'll	6
with my partner	6
a tree in	6
north nursing home	6
on scene until	6
that he's going	6
need to check	6
and they need	6
caller she said	6
a ticket for	6
related to the	6
18 if you	6
from the basement	6
couldn't find a	6
was minor damage	6
put that in	6
against the wall	6
i was flagged	6
can go there	6
to turn the	6
i guess there's	6
guess there's a	6
side or the	6
want to miss	6
this right now	6
in bonus bets	6
see why it's	6
out your welcome	6
your welcome offer	6
welcome offer after	6
offer after you	6
after you apply	6
you apply which	6
apply which could	6
which could be	6
could be as	6
be as high	6
as high as	6
high as 175	6
as 175 000	6
175 000 points	6
park there's a	6
be to the	6
that mail i	6
and hazel she's	6
be king union	6
was evaluated and	6
and brown black	6
i'm off it	6
117 in clifton	6
buzz us in	6
not answer the	6
valid no on	6
the jail food	6
probation violation for	6
don't know i'll	6
a minute on	6
the final whistle	6
vehicles parked on	6
are heading to	6
talking to each	6
to clear for	6
of them they	6
around the parking	6
of the women's	6
you tell the	6
a separate if	6
separate if you	6
the 14306 detroit	6
detroit apartment 924	6
and warren with	6
head east to	6
in a ford	6
going to match	6
the first one's	6
to the registered	6
vehicle partially blocking	6
old male possibly	6
medic 1's taking	6
on scene going	6
sure i have	6
know we'll be	6
10-4 17 you	6
going through alcohol	6
meet you out	6
you out front	6
might possibly be	6
11701 detroit the	6
i'm in traffic	6
be transporting the	6
of the neighbors	6
male he checked	6
a blue coat	6
be advised she	6
the male you	6
harris out of	6
the female said	6
file for the	6
failure to peer	6
21 could you	6
respond to 118	6
in her 20s	6
lake car 2	6
fire department responding	6
on scene go	6
over here as	6
to turn off	6
229 and 212	6
14 000 detroit	6
does not wish	6
to keep you	6
just hit a	6
7 9 6	6
on clifton in	6
days inn with	6
this list back	6
with henry paul	6
john mary zebra	6
was just an	6
color on that	6
and she's having	6
she's having trouble	6
of last year	6
the same complaint	6
answer we'll be	6
the complainant a	6
we're out there	6
up to warren	6
king queen victor	6
spelling first name	6
male is in	6
in possession of	6
3 station 1	6
lakewood heights medic	6
but they're out	6
the same female	6
10-8 i'm gonna	6
wearing a light	6
that female at	6
and we're not	6
2 stand by	6
the resident of	6
the marks parking	6
his car was	6
on madison for	6
vehicle we're going	6
the drug mart	6
last couple of	6
asking for the	6
on her own	6
premise file please	6
be a lift	6
show us responding	6
agreed to stay	6
just confirm the	6
found the resident	6
associated with this	6
217 and 205	6
loud on arrival	6
on arrival she	6
for a burglary	6
on his face	6
we're in route	6
number 1 for	6
to handle this	6
use the address	6
anything up there	6
2 is at	6
copy that'll be	6
last name jones	6
male was released	6
was released on	6
she's able to	6
emergency no dl	6
of the shoreham	6
king ida henry	6
taco bell on	6
out at clifton	6
that way i'm	6
has a 10-16c	6
about to get	6
