bigram	count
4 we'll	7
arcing at	7
it started	7
mckinley with	7
216 can	7
neighbors said	7
gun in	7
lake speak	7
while and	7
plate i'm	7
vehicle there	7
not she	7
female's calling	7
vehicle a	7
green color	7
a light-skinned	7
and 26th	7
of 03	7
over you	7
17 stall	7
gmc terrain	7
brockley for	7
for disabled	7
20 if	7
received an	7
original call	7
pedestrian struck	7
someone out	7
had their	7
lake is	7
the girls	7
toyota tundra	7
john 0	7
103 for	7
today he's	7
do an	7
valid to	7
staying on	7
the a	7
to room	7
we're closing	7
construction site	7
in scene	7
license for	7
listing adam	7
road right	7
jackson on	7
seen or	7
in john	7
25 back	7
can update	7
cited driver	7
for elderly	7
the orange	7
suspect from	7
gonna hang	7
22 this	7
on 18	7
florida dl	7
cleveland 35	7
just playing	7
and tracks	7
16 madison	7
grab her	7
driveway in	7
17 we	7
stall any	7
bring that	7
the older	7
be i	7
mary ida	7
nick ida	7
22 franklin	7
lincoln young	7
the low	7
and he'd	7
copy 18	7
madison richland	7
returning patient	7
pulling down	7
cleveland i	7
we'll stay	7
you 2	7
10-4 sir	7
dispatch what	7
apartment 714	7
i'm responding	7
lemon pepper	7
sitting down	7
camera that	7
credit cards	7
the set	7
a 22	7
mercedes station	7
in regard	7
the fast	7
fast lane	7
companies this	7
truck will	7
1's arrived	7
2013 kia	7
evaluated refuse	7
you're fine	7
a walker	7
this cat	7
25 valid	7
matching the	7
my truck	7
221 i'm	7
222 i'm	7
an abandoned	7
10-9 i'm	7
i'm playing	7
i'll bring	7
time i'm	7
ago the	7
908 medic	7
please find	7
3-car mva	7
needed a	7
same one	7
detroit hopkins	7
that driveway	7
porch and	7
she looked	7
colored hoodie	7
all she	7
10 minute	7
between both	7
25 lake	7
a fall	7
his warrants	7
lakewood king	7
on vehicle	7
your address	7
29 all	7
set that	7
1016 c	7
be unit	7
we've done	7
run back	7
area it	7
having thoughts	7
they're pulling	7
be number	7
male voluntarily	7
truck off	7
sam first	7
current id	7
medic can	7
medic wants	7
tree that's	7
clifton if	7
office 1475	7
female beginning	7
i'm stuck	7
bring up	7
negative we're	7
responding back	7
injured but	7
sam mike	7
day we'll	7
because that	7
time medic	7
boyd john	7
a doa	7
some money	7
and yes	7
no for	7
route also	7
a west	7
and 72	7
her he's	7
on 901	7
a poll	7
place the	7
is aware	7
key in	7
25 he	7
room 109	7
a handicap	7
handicap spot	7
updated the	7
found an	7
205 you	7
north at	7
were cited	7
engine mileage	7
seeing that	7
download the	7
the app	7
as high	7
16 17	7
2011 chevy	7
dodge challenger	7
king harry	7
no harm	7
truck from	7
25-year-old female	7
to cbs	7
can buzz	7
you tomorrow	7
on wagar	7
of ccso	7
are heading	7
through here	7
that passed	7
gray car	7
15 they're	7
10-4 you're	7
cars i'm	7
food store	7
924 for	7
lake engine	7
freezing out	7
117 that's	7
to match	7
and somebody	7
another deal	7
a fraud	7
generic voicemail	7
text to	7
brother is	7
scene going	7
21 the	7
the apartment's	7
question is	7
on granger	7
minutes if	7
11 it's	7
of valley	7
20 miles	7
could also	7
mva general	7
checked ok	7
i wanted	7
that but	7
and queen	7
wind out	7
us over	7
3 people	7
if they'll	7
control and	7
scene go	7
food in	7
box in	7
a plan	7
will work	7
her license	7
all head	7
12 same	7
be closer	7
with ohio	7
light he	7
he almost	7
117 i	7
white charger	7
you talk	7
inn with	7
male believes	7
goa will	7
at 129	7
be more	7
expired 12	7
2 female	7
call he	7
paid a	7
clear after	7
time they	7
franklin winchester	7
radius on	7
in possession	7
location again	7
don't we	7
23 years	7
here myself	7
hold it	7
detroit it	7
woodward south	7
from river	7
park right	7
has bond	7
for everything	7
counter with	7
lockout on	7
2019 black	7
harding middle	7
an altercation	7
and waiting	7
and asking	7
50 edgewater	7
detroit manager	7
only patient	7
car too	7
listening is	7
their separate	7
while i'm	7
18 we	7
loud on	7
paid for	7
property he's	7
ride with	7
king edwards	7
brown male	7
what's happening	7
201 we're	7
feel safe	7
and 15th	7
me real	7
the crash	7
for kufner	7
chevy trax	7
the drop	7
17 they're	7
north madison	7
female back	7
for copy	7
cruising around	7
at 1450	7
lakewood community	7
office parking	7
to management	7
26 for	7
and matthews	7
department 314	7
dark grey	7
10 cash	7
outstanding parking	7
not you	7
about 5'8	7
leave she	7
she finally	7
male of	7
raising canes	7
hair she	7
the trust	7
29 rush	7
117 medic	7
taking him	7
negative it	7
45 brown	7
sorry we	7
brown with	7
went around	7
be no	7
room i	7
ago on	7
the wait	7
it takes	7
the 2010	7
contact was	7
was parking	7
lake they	7
just being	7
at 27	7
winchester with	7
we said	7
31 2026	7
8 we're	7
2005 chevy	7
black man	7
they're possibly	7
i'm alright	7
lake 117	7
call 911	7
on back	7
verified we're	7
11851 detroit	7
airbag deployment	7
single car	7
of victoria	7
off she	7
we're there	7
was cleared	7
unit of	7
both these	7
building said	7
you happen	7
right after	7
notes i'm	7
and wells	7
is known	7
you maybe	7
circle k	7
run this	7
madison morrison	7
pit bull	7
show on	7
it hard	7
minute i	7
some pain	7
pressure is	7
its hazards	7
1492 ridgewood	7
her feet	7
some parties	7
anything you	7
and chesterland	7
nissan truck	7
to 229	7
an electric	7
lane with	7
17315 madison	7
a normal	7
how's the	7
identify the	7
shows normal	7
been terminated	7
yeah no	7
no charges	7
richmond heights	7
without id	7
19 real	7
the scanner	7
somebody said	7
i'm asking	7
engine 23	7
or flames	7
detector going	7
madison side	7
2022 white	7
the witness	7
running to	7
lease trust	7
trust additional	7
3 a	7
lost it	7
said as	7
any officers	7
that down	7
lakewood i'm	7
they continued	7
females on	7
3 males	7
check east	7
at i	7
old is	7
exactly what	7
and who	7
a battery	7
area you	7
anything inside	7
kia 4-door	7
store i	7
to 72	7
contact number	7
apparently he	7
haven't gotten	7
13 this	7
down if	7
we good	7
believe that's	7
madison if	7
if you've	7
and 0	7
19 does	7
have more	7
15 this	7
david 7	7
for unauthorized	7
the pain	7
over 2	7
dangerous drug	7
i sat	7
for sale	7
is harassing	7
work out	7
sir i'm	7
the feed	7
went inside	7
west coast	7
a vacant	7
lunch is	7
of place	7
nodding off	7
delaware the	7
29 for	7
1-5500 detroit	7
driver's not	7
of corky's	7
can the	7
beginning miles	7
whole house	7
took possession	7
george 9	7
3 first	7
west palm	7
guess i	7
cvs for	7
vehicle started	7
received proper	7
pressed their	7
203 medic	7
his ankle	7
claiming that	7
someone has	7
edgewater complainant	7
in severe	7
dispatch 911	7
lewis out	7
our company	7
a wall	7
221 the	7
the active	7
wants she	7
years of	7
of age	7
214 i'm	7
medicine in	7
right you	7
engine 13	7
route car	7
command engine	7
partial power	7
it lakewood	7
location we	7
engine companies	7
out about	7
sign on	7
all i'm	7
now saying	7
the pumps	7
27 disregard	7
exchange info	7
copy she	7
reaching out	7
hazard at	7
tonight 10-4	7
closer from	7
address or	7
my next	7
he parked	7
now this	7
needs the	7
was smoking	7
homeowner and	7
we'll continue	7
continue the	7
quick mart	7
green he's	7
are to	7
10-4 202	7
18 19	7
22 23	7
30 31	7
31 32	7
32 33	7
33 34	7
34 35	7
35 36	7
36 37	7
37 38	7
at 224	7
contact their	7
employee at	7
security guard	7
edgewater with	7
following it	7
a mixed	7
they're passing	7
lincoln frank	7
followed him	7
him into	7
it around	7
2015 toyota	7
heading west	7
returned home	7
you detail	7
closed and	7
way he's	7
last month	7
scene of	7
left he's	7
window but	7
21 will	7
an i	7
it won't	7
uber and	7
and male	7
and almost	7
clifton french	7
isn't working	7
her go	7
toyota four-door	7
this individual	7
carry a	7
him his	7
illinois listing	7
hopkins king	7
assist at	7
anything she	7
an air	7
blue brown	7
dl that	7
coutant the	7
victor mary	7
him some	7
did an	7
hood up	7
to james	7
from three	7
for concern	7
access the	7
franklin medic	7
2012 nissan	7
and obstructing	7
entered the	7
property she	7
219 for	7
vehicle had	7
your response	7
dodge caravan	7
to playground	7
to dollar	7
we're off	7
cleveland is	7
by lakewood	7
can walk	7
for there's	7
david 2	7
in person	7
her co	7
can enter	7
union charles	7
no social	7
the get	7
coming around	7
14615 detroit	7
gave a	7
been reset	7
reset car	7
fallen and	7
13123 detroit	7
traffic i'll	7
1 so	7
type 2	7
out switching	7
dob is	7
permit file	7
pushing a	7
16 coming	7
times to	7
rolling around	7
the winking	7
there another	7
their door	7
an assault	7
a home	7
seems very	7
lobby and	7
x-ray yesterday	7
detroit 305	7
list assist	7
the manager's	7
room 105	7
me 10-4	7
we turned	7
just lost	7
you'll need	7
legs are	7
clifton virginia	7
and 19th	7
medic choosing	7
outside her	7
okay 19	7
violations observed	7
ocean charles	7
tracks i	7
she's found	7
lethargic and	7
your medic	7
first letter	7
department number	7
number 15	7
someone had	7
filed a	7
from woodward	7
power is	7
by kufner	7
young robert	7
sam last	7
17th north	7
or some	7
paperwork and	7
times he's	7
3 o'clock	7
queen tom	7
okay 18	7
1b is	7
18 respond	7
some residents	7
arriving we're	7
we're staging	7
bunts to	7
opposite side	7
out 2	7
clifton code	7
to 14701	7
back where	7
after we	7
cameras that	7
virginia for	7
i'll tell	7
left shoulder	7
his knee	7
got my	7
to northland	7
are added	7
standby i	7
gonna ride	7
10-7 go	7
outside arguing	7
lakewood cove	7
get 70	7
wagon the	7
fc on	7
of 69	7
that thanks	7
a woman	7
not right	7
shoot me	7
hospital in	7
26 warren	7
issue and	7
at joe's	7
at starbucks	7
13728 madison	7
2 no	7
floor he	7
lake lakewood	7
catholic academy	7
main campus	7
now back	7
we're already	7
through and	7
without being	7
3 second	7
male appears	7
be homeless	7
reach the	7
if maybe	7
maybe they	7
apartment 108	7
feeling a	7
is i	7
to eat	7
waterbury is	7
squad i'll	7
winchester 12112	7
id in	7
kicked out	7
set a	7
bringing it	7
apartment 502	7
has low	7
93 is	7
that belongs	7
the airbags	7
her yard	7
about someone	7
in december	7
already left	7
desk call	7
leave i	7
truck black	7
now are	7
male checks	7
shows an	7
coutant just	7
to 12511	7
madison speak	7
left about	7
tennis shoes	7
but has	7
there copy	7
few houses	7
refusal of	7
it belongs	7
do this	7
the large	7
yelling that	7
was another	7
23 to	7
on thrush	7
for i	7
they're being	7
loudly and	7
the client	7
the perimeter	7
70 copy	7
not very	7
initial is	7
1438 winchester	7
nothing for	7
be you	7
want this	7
trying a	7
high fever	7
running with	7
of 2023	7
hyundai accent	7
court in	7
not and	7
the dumpster	7
barking and	7
clifton union	7
department they	7
area so	7
64 i'm	7
resisting and	7
having seizures	7
for court	7
dodge truck	7
right one	7
edgewater male	7
our cars	7
chevy expires	7
bags of	7
this scene	7
is closer	7
mcgee and	7
12215 clifton	7
black lexus	7
caution is	7
10-8 that	7
from wells	7
screen door	7
2 27	7
waiting there	7
vehicle off	7
you she	7
be assuming	7
inside she	7
crew is	7
beach avenue	7
3 years	7
some things	7
boy ida	7
possibly trying	7
until 11	7
right arm	7
ago but	7
the furnace	7
hear back	7
being harassed	7
her let	7
van parked	7
negative just	7
has two	7
that's about	7
on cranford	7
ramp at	7
3 lakeshore	7
side pain	7
out clifton	7
go private	7
vehicles we'll	7
any place	7
3 same	7
2200 lewis	7
16 it's	7
13 that's	7
a walgreens	7
tan jacket	7
didn't mean	7
we're being	7
food on	7
on truck	7
now copy	7
the shore	7
said everything	7
side i'm	7
or she	7
last call	7
parked here	7
she suffers	7
12543 clifton	7
copies responding	7
continue in	7
they're down	7
what's our	7
me john	7
great copy	7
call westcom	7
mva unknown	7
scene truck	7
female stated	7
a 61	7
driver we'll	7
stole her	7
apartment 910	7
or less	7
eagle for	7
re-secured the	7
26 you're	7
3 not	7
nothing physical	7
that also	7
card as	7
terminate pursuit	7
where'd you	7
guy who	7
almost at	7
off as	7
been outside	7
something wrong	7
at mars	7
number 103	7
502 medic	7
to brown	7
with white	7
of altercation	7
traffic i'm	7
thing you	7
phone again	7
second if	7
were up	7
man i	7
frank charles	7
it's expired	7
few numbers	7
4 all	7
this shows	7
accidental activation	7
crisis and	7
in 10-4	7
male it's	7
cars is	7
there first	7
him meet	7
stuff in	7
know for	7
start with	7
someone sleeping	7
berkshire number	7
patient found	7
that cad	7
sorry 15	7
blue or	7
plates john	7
cordova for	7
1 14300	7
for warrant	7
made her	7
minutes for	7
1026 medic	7
2 plates	7
olivewood for	7
waiting out	7
house he's	7
2016 ford	7
yes she's	7
1 only	7
29 a	7
the alleyway	7
we'll stop	7
1 here	7
advised with	7
dark brown	7
took care	7
in florida	7
1634 winchester	7
hear someone	7
of favor	7
area just	7
where in	7
they're good	7
downstairs and	7
at kitty	7
see traffic	7
name william	7
from any	7
employee that	7
possibly an	7
check their	7
grace for	7
meeting at	7
call over	7
to black	7
both out	7
we're down	7
transfer the	7
can stage	7
in can	7
call open	7
at engine	7
is racing	7
racing and	7
dispatch you're	7
dispatcher medic	7
since they	7
us another	7
25 okay	7
madison grace	7
guy on	7
llc at	7
and checked	7
12500 detroit	7
streets and	7
of 13	7
of information	7
aristocrat assisted	7
station medic	7
there within	7
sugar is	7
is extremely	7
sending it	7
stuff out	7
assuming that	7
view of	7
lift in	7
concerned that	7
utl on	7
walgreens 117	7
jump out	7
have history	7
6 medic	7
a dci	7
lincoln charlie	7
of alarm	7
negative they	7
that wants	7
609 medic	7
rosewood for	7
doesn't match	7
220 traffic	7
2 00	7
having to	7
flock at	7
morning franklin	7
21 franklin	7
madison employee	7
company truck	7
that appears	7
of being	7
green jacket	7
a rear	7
but was	7
3 b	7
harrison elementary	7
asthma attack	7
just don't	7
station 10-4	7
walter adam	7
lane at	7
14 10-8	7
alarm has	7
silver coast	7
14 driver	7
the doghouse	7
hit something	7
sir if	7
this at	7
bus he	7
works there	7
and 30	7
consumer and	7
pinging to	7
in westwood	7
possible disabled	7
a steven	7
william victor	7
from unit	7
an 83	7
203 if	7
2 10-4	7
24 4	7
westerly apartments	7
out was	7
15 she	7
clifton warren	7
211 do	7
heights she's	7
the d	7
alarm keeps	7
employees and	7
building here	7
out they	7
at 23	7
male bald	7
her too	7
try another	7
weapons he	7
the voicemail	7
court date	7
subject is	7
here when	7
29 yeah	7
of 21	7
residents and	7
for black	7
14 10-4	7
cvs on	7
is too	7
call but	7
left assist	7
like 4	7
the southern	7
14 for	7
apartment with	7
goes back	7
what you're	7
ahead check	7
me 10-7	7
madison clearance	7
were about	7
white hoodie	7
and daughter	7
coast guard	7
house 11839	7
complaint will	7
the door's	7
their parents	7
said king	7
know about	7
i'm bunts	7
companies stand	7
around back	7
edgewater i	7
in trouble	7
here copy	7
didn't notice	7
229 go	7
the law	7
business and	7
doors open	7
inside a	7
both 10-8	7
2 times	7
a maintenance	7
are gone	7
we find	7
daughter who	7
driver it's	7
he's near	7
floor we	7
illinois plate	7
location we're	7
lake carlisle	7
subject to	7
join us	7
closing on	7
ean holdings	7
25 west	7
sam 4	7
treatment or	7
2-8 i'm	7
sorry that's	7
the utility	7
another name	7
2008 18	7
of riverside	7
it gets	7
of 01	7
are people	7
with kingboy	7
1549 rockway	7
in area	7
at marine	7
13 in	7
her knee	7
9 did	7
suv in	7
numbers to	7
been doing	7
level 1	7
shouldn't be	7
company for	7
disregard if	7
came outside	7
2019 lake	7
this just	7
male right	7
avenue medic	7
back right	7
side here	7
119 22	7
show units	7
will do	7
pd for	7
container and	7
apartment that	7
to file	7
go by	7
1615 warren	7
expiring at	7
2016 white	7
clifton new	7
we're stopping	7
young zebra	7
20 the	7
by herself	7
breathing or	7
red car	7
evaluated refusal	7
sorry king	7
park shore	7
1 not	7
ocean queen	7
7 we'll	7
signature house	7
checked both	7
nurse said	7
at 1311	7
road she	7
detail from	7
please he's	7
ending miles	7
50 on	7
the 2018	7
2018 blue	7
a hot	7
message if	7
juveniles they	7
respond or	7
15 truck	7
us 10-4	7
made to	7
the 2009	7
you play	7
dl robert	7
arrested him	7
sign a	7
to throw	7
asking about	7
a open	7
the woman	7
and cannot	7
parking deck	7
health 14701	7
missing a	7
dog running	7
running loose	7
pretty much	7
pole in	7
head injury	7
car behind	7
going from	7
we able	7
stop or	7
party left	7
lake whittier	7
4 it	7
called requesting	7
stand on	7
wrapping up	7
the search	7
good they	7
to about	7
medic sir	7
cleveland was	7
118 20	7
the subject's	7
ever been	7
ida date	7
of about	7
walk into	7
disregard thank	7
hey i'm	7
neighbor was	7
mva i	7
her porch	7
detroit out	7
believe is	7
not could	7
lobby area	7
he attempts	7
was holding	7
report please	7
pay the	7
detroit by	7
taking his	7
1 call	7
some help	7
female also	7
female passed	7
check lakewood	7
medic are	7
spelling middle	7
pass the	7
the 18	7
and arlington	7
seeing him	7
john michael	7
just laying	7
1347 belle	7
advised a	7
and paul	7
27 detroit	7
franklin to	7
what state	7
wondering if	7
cleveland valid	7
19 they're	7
to george	7
someone broke	7
windshield wiper	7
with copd	7
punched him	7
morning the	7
times the	7
20 he's	7
get hit	7
mary union	7
those warrants	7
notes the	7
park if	7
off her	7
is 8	7
heading his	7
and atkins	7
companies the	7
and gold	7
and 90	7
were sent	7
was random	7
complainant did	7
the event	7
stop down	7
room 126	7
213 10-8	7
and whippoorwill	7
the data	7
ground upon	7
road just	7
14 cars	7
to sam	7
21 of	7
they're driving	7
14 23	7
charles in	7
here about	7
okay did	7
are currently	7
called earlier	7
involved is	7
it keeps	7
a crime	7
minutes i	7
the lagoons	7
19 yes	7
today but	7
move along	7
19 kufner	7
see it's	7
disabled in	7
number 908	7
him while	7
a george	7
2 211	7
david 5	7
no there's	7
the path	7
car went	7
he's looking	7
no noise	7
haven in	7
paul 6	7
feeling weak	7
detroit that	7
thinks someone	7
pants she	7
with negative	7
at 11839	7
had them	7
this afternoon	7
person against	7
2 over	7
